sku,meta:_sku,post_title,post_status,post_type,Type: product_type,tax:product_type,tax:product_cat,tax:product_tag,regular_price,sale_price,meta:_price,manage_stock,stock_status,images,attribute:pa_style,attribute_default:pa_style,attribute_data:pa_style,attribute:pa_sex,attribute_default:pa_sex,attribute_data:pa_sex,attribute:pa_color,attribute_default:pa_color,attribute_data:pa_color,attribute:pa_size,attribute_default:pa_size,attribute_data:pa_size,attribute:pa_material,attribute_data:pa_material,attribute:pa_print,attribute_data:pa_print,attribute:pa_wash,attribute_data:pa_wash,attribute:pa_default_style,attribute_data:pa_default_style,meta:_wc_average_rating,meta:_wc_rating_count,meta:_wc_review_count,meta:_stock_status,post_content,post_excerpt
ART-0380-HD,ART-0380-HD,این زندگی توست,publish,product,product,variable,سریال و فیلم باز>فیلم,#David_Fincher|#Fight_club,120000,,120000,no,instock,ART-0380-TS-color1.jpg|ART-0380-TS-color1-men.jpg|ART-0380-TS-color1-women.jpg|ART-0380-TS-color2.jpg|ART-0380-TS-color2-men.jpg|ART-0380-TS-color2-women.jpg|ART-0380-TS-color3.jpg|ART-0380-TS-color3-men.jpg|ART-0380-TS-color3-women.jpg|ART-0380-TS-color4.jpg|ART-0380-TS-color4-men.jpg|ART-0380-TS-color4-women.jpg|ART-0380-TS-color5.jpg|ART-0380-TS-color5-men.jpg|ART-0380-TS-color5-women.jpg|ART-0380-TS-color6.jpg|ART-0380-TS-color6-men.jpg|ART-0380-TS-color6-women.jpg|ART-0380-TS-color7.jpg|ART-0380-TS-color7-men.jpg|ART-0380-TS-color7-women.jpg|ART-0380-HD-color8.jpg|ART-0380-HD-color8-men.jpg|ART-0380-HD-color8-women.jpg|ART-0380-HD-color2.jpg|ART-0380-HD-color2-men.jpg|ART-0380-HD-color2-women.jpg|ART-0380-HD-color5.jpg|ART-0380-HD-color5-men.jpg|ART-0380-HD-color5-women.jpg|ART-0380-HD-color9.jpg|ART-0380-HD-color9-men.jpg|ART-0380-HD-color9-women.jpg|ART-0380-HD-color10.jpg|ART-0380-HD-color10-men.jpg|ART-0380-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,ملانژ,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,5.0,2,2,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0467-HD,ART-0467-HD,راکون جیبی,publish,product,product,variable,حیوانات جذاب>غیره,#طرح_جیبی,120000,,120000,no,instock,ART-0467-TS-color1.jpg|ART-0467-TS-color1-men.jpg|ART-0467-TS-color1-women.jpg|ART-0467-TS-color2.jpg|ART-0467-TS-color2-men.jpg|ART-0467-TS-color2-women.jpg|ART-0467-TS-color3.jpg|ART-0467-TS-color3-men.jpg|ART-0467-TS-color3-women.jpg|ART-0467-TS-color4.jpg|ART-0467-TS-color4-men.jpg|ART-0467-TS-color4-women.jpg|ART-0467-TS-color5.jpg|ART-0467-TS-color5-men.jpg|ART-0467-TS-color5-women.jpg|ART-0467-TS-color6.jpg|ART-0467-TS-color6-men.jpg|ART-0467-TS-color6-women.jpg|ART-0467-TS-color7.jpg|ART-0467-TS-color7-men.jpg|ART-0467-TS-color7-women.jpg|ART-0467-HD-color8.jpg|ART-0467-HD-color8-men.jpg|ART-0467-HD-color8-women.jpg|ART-0467-HD-color2.jpg|ART-0467-HD-color2-men.jpg|ART-0467-HD-color2-women.jpg|ART-0467-HD-color5.jpg|ART-0467-HD-color5-men.jpg|ART-0467-HD-color5-women.jpg|ART-0467-HD-color9.jpg|ART-0467-HD-color9-men.jpg|ART-0467-HD-color9-women.jpg|ART-0467-HD-color10.jpg|ART-0467-HD-color10-men.jpg|ART-0467-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,نارنجی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.3,5,5,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0468-HD,ART-0468-HD,رنگین کمان در ذهن روباه,publish,product,product,variable,حیوانات جذاب>غیره,#روباه,120000,,120000,no,instock,ART-0468-TS-color1.jpg|ART-0468-TS-color1-men.jpg|ART-0468-TS-color1-women.jpg|ART-0468-TS-color2.jpg|ART-0468-TS-color2-men.jpg|ART-0468-TS-color2-women.jpg|ART-0468-TS-color3.jpg|ART-0468-TS-color3-men.jpg|ART-0468-TS-color3-women.jpg|ART-0468-TS-color4.jpg|ART-0468-TS-color4-men.jpg|ART-0468-TS-color4-women.jpg|ART-0468-TS-color5.jpg|ART-0468-TS-color5-men.jpg|ART-0468-TS-color5-women.jpg|ART-0468-TS-color6.jpg|ART-0468-TS-color6-men.jpg|ART-0468-TS-color6-women.jpg|ART-0468-TS-color7.jpg|ART-0468-TS-color7-men.jpg|ART-0468-TS-color7-women.jpg|ART-0468-HD-color8.jpg|ART-0468-HD-color8-men.jpg|ART-0468-HD-color8-women.jpg|ART-0468-HD-color2.jpg|ART-0468-HD-color2-men.jpg|ART-0468-HD-color2-women.jpg|ART-0468-HD-color5.jpg|ART-0468-HD-color5-men.jpg|ART-0468-HD-color5-women.jpg|ART-0468-HD-color9.jpg|ART-0468-HD-color9-men.jpg|ART-0468-HD-color9-women.jpg|ART-0468-HD-color10.jpg|ART-0468-HD-color10-men.jpg|ART-0468-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,زرشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.4,8,8,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0470-HD,ART-0470-HD,خواب رنگ‌ها,publish,product,product,variable,انتزاعی و سورئال>غیره,#هندسه,120000,,120000,no,instock,ART-0470-TS-color1.jpg|ART-0470-TS-color1-men.jpg|ART-0470-TS-color1-women.jpg|ART-0470-TS-color2.jpg|ART-0470-TS-color2-men.jpg|ART-0470-TS-color2-women.jpg|ART-0470-TS-color3.jpg|ART-0470-TS-color3-men.jpg|ART-0470-TS-color3-women.jpg|ART-0470-TS-color4.jpg|ART-0470-TS-color4-men.jpg|ART-0470-TS-color4-women.jpg|ART-0470-TS-color5.jpg|ART-0470-TS-color5-men.jpg|ART-0470-TS-color5-women.jpg|ART-0470-TS-color6.jpg|ART-0470-TS-color6-men.jpg|ART-0470-TS-color6-women.jpg|ART-0470-TS-color7.jpg|ART-0470-TS-color7-men.jpg|ART-0470-TS-color7-women.jpg|ART-0470-HD-color8.jpg|ART-0470-HD-color8-men.jpg|ART-0470-HD-color8-women.jpg|ART-0470-HD-color2.jpg|ART-0470-HD-color2-men.jpg|ART-0470-HD-color2-women.jpg|ART-0470-HD-color5.jpg|ART-0470-HD-color5-men.jpg|ART-0470-HD-color5-women.jpg|ART-0470-HD-color9.jpg|ART-0470-HD-color9-men.jpg|ART-0470-HD-color9-women.jpg|ART-0470-HD-color10.jpg|ART-0470-HD-color10-men.jpg|ART-0470-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,مشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.8,9,9,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0471-HD,ART-0471-HD,هندسه طلوع,publish,product,product,variable,طبیعت گردی>پاییز,#کوه|#غروب|#هندسه,120000,,120000,no,instock,ART-0471-TS-color1.jpg|ART-0471-TS-color1-men.jpg|ART-0471-TS-color1-women.jpg|ART-0471-TS-color2.jpg|ART-0471-TS-color2-men.jpg|ART-0471-TS-color2-women.jpg|ART-0471-TS-color3.jpg|ART-0471-TS-color3-men.jpg|ART-0471-TS-color3-women.jpg|ART-0471-TS-color4.jpg|ART-0471-TS-color4-men.jpg|ART-0471-TS-color4-women.jpg|ART-0471-TS-color5.jpg|ART-0471-TS-color5-men.jpg|ART-0471-TS-color5-women.jpg|ART-0471-TS-color6.jpg|ART-0471-TS-color6-men.jpg|ART-0471-TS-color6-women.jpg|ART-0471-TS-color7.jpg|ART-0471-TS-color7-men.jpg|ART-0471-TS-color7-women.jpg|ART-0471-HD-color8.jpg|ART-0471-HD-color8-men.jpg|ART-0471-HD-color8-women.jpg|ART-0471-HD-color2.jpg|ART-0471-HD-color2-men.jpg|ART-0471-HD-color2-women.jpg|ART-0471-HD-color5.jpg|ART-0471-HD-color5-men.jpg|ART-0471-HD-color5-women.jpg|ART-0471-HD-color9.jpg|ART-0471-HD-color9-men.jpg|ART-0471-HD-color9-women.jpg|ART-0471-HD-color10.jpg|ART-0471-HD-color10-men.jpg|ART-0471-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,نارنجی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.9,9,9,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0472-HD,ART-0472-HD,برف آب زمستانی,publish,product,product,variable,طبیعت گردی>زمستان,#کوه|#غروب|#برف,120000,,120000,no,instock,ART-0472-TS-color1.jpg|ART-0472-TS-color1-men.jpg|ART-0472-TS-color1-women.jpg|ART-0472-TS-color2.jpg|ART-0472-TS-color2-men.jpg|ART-0472-TS-color2-women.jpg|ART-0472-TS-color3.jpg|ART-0472-TS-color3-men.jpg|ART-0472-TS-color3-women.jpg|ART-0472-TS-color4.jpg|ART-0472-TS-color4-men.jpg|ART-0472-TS-color4-women.jpg|ART-0472-TS-color5.jpg|ART-0472-TS-color5-men.jpg|ART-0472-TS-color5-women.jpg|ART-0472-TS-color6.jpg|ART-0472-TS-color6-men.jpg|ART-0472-TS-color6-women.jpg|ART-0472-TS-color7.jpg|ART-0472-TS-color7-men.jpg|ART-0472-TS-color7-women.jpg|ART-0472-HD-color8.jpg|ART-0472-HD-color8-men.jpg|ART-0472-HD-color8-women.jpg|ART-0472-HD-color2.jpg|ART-0472-HD-color2-men.jpg|ART-0472-HD-color2-women.jpg|ART-0472-HD-color5.jpg|ART-0472-HD-color5-men.jpg|ART-0472-HD-color5-women.jpg|ART-0472-HD-color9.jpg|ART-0472-HD-color9-men.jpg|ART-0472-HD-color9-women.jpg|ART-0472-HD-color10.jpg|ART-0472-HD-color10-men.jpg|ART-0472-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,زرشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.1,3,3,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0473-HD,ART-0473-HD,بالا و بالاتر,publish,product,product,variable,کار و تحصیل>ستاره شناس و فضانورد,#فضاپیما,120000,,120000,no,instock,ART-0473-TS-color1.jpg|ART-0473-TS-color1-men.jpg|ART-0473-TS-color1-women.jpg|ART-0473-TS-color2.jpg|ART-0473-TS-color2-men.jpg|ART-0473-TS-color2-women.jpg|ART-0473-TS-color3.jpg|ART-0473-TS-color3-men.jpg|ART-0473-TS-color3-women.jpg|ART-0473-TS-color4.jpg|ART-0473-TS-color4-men.jpg|ART-0473-TS-color4-women.jpg|ART-0473-TS-color5.jpg|ART-0473-TS-color5-men.jpg|ART-0473-TS-color5-women.jpg|ART-0473-TS-color6.jpg|ART-0473-TS-color6-men.jpg|ART-0473-TS-color6-women.jpg|ART-0473-TS-color7.jpg|ART-0473-TS-color7-men.jpg|ART-0473-TS-color7-women.jpg|ART-0473-HD-color8.jpg|ART-0473-HD-color8-men.jpg|ART-0473-HD-color8-women.jpg|ART-0473-HD-color2.jpg|ART-0473-HD-color2-men.jpg|ART-0473-HD-color2-women.jpg|ART-0473-HD-color5.jpg|ART-0473-HD-color5-men.jpg|ART-0473-HD-color5-women.jpg|ART-0473-HD-color9.jpg|ART-0473-HD-color9-men.jpg|ART-0473-HD-color9-women.jpg|ART-0473-HD-color10.jpg|ART-0473-HD-color10-men.jpg|ART-0473-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,نارنجی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.2,7,7,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0474-HD,ART-0474-HD,ذوب روبیک,publish,product,product,variable,انتزاعی و سورئال>غیره,#روبیک,120000,,120000,no,instock,ART-0474-TS-color1.jpg|ART-0474-TS-color1-men.jpg|ART-0474-TS-color1-women.jpg|ART-0474-TS-color2.jpg|ART-0474-TS-color2-men.jpg|ART-0474-TS-color2-women.jpg|ART-0474-TS-color3.jpg|ART-0474-TS-color3-men.jpg|ART-0474-TS-color3-women.jpg|ART-0474-TS-color4.jpg|ART-0474-TS-color4-men.jpg|ART-0474-TS-color4-women.jpg|ART-0474-TS-color5.jpg|ART-0474-TS-color5-men.jpg|ART-0474-TS-color5-women.jpg|ART-0474-TS-color6.jpg|ART-0474-TS-color6-men.jpg|ART-0474-TS-color6-women.jpg|ART-0474-TS-color7.jpg|ART-0474-TS-color7-men.jpg|ART-0474-TS-color7-women.jpg|ART-0474-HD-color8.jpg|ART-0474-HD-color8-men.jpg|ART-0474-HD-color8-women.jpg|ART-0474-HD-color2.jpg|ART-0474-HD-color2-men.jpg|ART-0474-HD-color2-women.jpg|ART-0474-HD-color5.jpg|ART-0474-HD-color5-men.jpg|ART-0474-HD-color5-women.jpg|ART-0474-HD-color9.jpg|ART-0474-HD-color9-men.jpg|ART-0474-HD-color9-women.jpg|ART-0474-HD-color10.jpg|ART-0474-HD-color10-men.jpg|ART-0474-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,سرمه‌ای,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.1,9,9,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0475-HD,ART-0475-HD,موسیقی زندگی,publish,product,product,variable,موزیک باز>غیره,,120000,,120000,no,instock,ART-0475-TS-color1.jpg|ART-0475-TS-color1-men.jpg|ART-0475-TS-color1-women.jpg|ART-0475-TS-color2.jpg|ART-0475-TS-color2-men.jpg|ART-0475-TS-color2-women.jpg|ART-0475-TS-color3.jpg|ART-0475-TS-color3-men.jpg|ART-0475-TS-color3-women.jpg|ART-0475-TS-color4.jpg|ART-0475-TS-color4-men.jpg|ART-0475-TS-color4-women.jpg|ART-0475-TS-color5.jpg|ART-0475-TS-color5-men.jpg|ART-0475-TS-color5-women.jpg|ART-0475-TS-color6.jpg|ART-0475-TS-color6-men.jpg|ART-0475-TS-color6-women.jpg|ART-0475-TS-color7.jpg|ART-0475-TS-color7-men.jpg|ART-0475-TS-color7-women.jpg|ART-0475-HD-color8.jpg|ART-0475-HD-color8-men.jpg|ART-0475-HD-color8-women.jpg|ART-0475-HD-color2.jpg|ART-0475-HD-color2-men.jpg|ART-0475-HD-color2-women.jpg|ART-0475-HD-color5.jpg|ART-0475-HD-color5-men.jpg|ART-0475-HD-color5-women.jpg|ART-0475-HD-color9.jpg|ART-0475-HD-color9-men.jpg|ART-0475-HD-color9-women.jpg|ART-0475-HD-color10.jpg|ART-0475-HD-color10-men.jpg|ART-0475-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,زرشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.3,9,9,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0477-HD,ART-0477-HD,ماه خوشمزه,publish,product,product,variable,طبیعت گردی>فضا و آسمان,#ماه,120000,,120000,no,instock,ART-0477-TS-color1.jpg|ART-0477-TS-color1-men.jpg|ART-0477-TS-color1-women.jpg|ART-0477-TS-color2.jpg|ART-0477-TS-color2-men.jpg|ART-0477-TS-color2-women.jpg|ART-0477-TS-color3.jpg|ART-0477-TS-color3-men.jpg|ART-0477-TS-color3-women.jpg|ART-0477-TS-color4.jpg|ART-0477-TS-color4-men.jpg|ART-0477-TS-color4-women.jpg|ART-0477-TS-color5.jpg|ART-0477-TS-color5-men.jpg|ART-0477-TS-color5-women.jpg|ART-0477-TS-color6.jpg|ART-0477-TS-color6-men.jpg|ART-0477-TS-color6-women.jpg|ART-0477-TS-color7.jpg|ART-0477-TS-color7-men.jpg|ART-0477-TS-color7-women.jpg|ART-0477-HD-color8.jpg|ART-0477-HD-color8-men.jpg|ART-0477-HD-color8-women.jpg|ART-0477-HD-color2.jpg|ART-0477-HD-color2-men.jpg|ART-0477-HD-color2-women.jpg|ART-0477-HD-color5.jpg|ART-0477-HD-color5-men.jpg|ART-0477-HD-color5-women.jpg|ART-0477-HD-color9.jpg|ART-0477-HD-color9-men.jpg|ART-0477-HD-color9-women.jpg|ART-0477-HD-color10.jpg|ART-0477-HD-color10-men.jpg|ART-0477-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,ملانژ,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.6,8,8,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0478-HD,ART-0478-HD,خرس کوهستان,publish,product,product,variable,طبیعت گردی>غیره,#کوه|#غروب|#خرس,120000,,120000,no,instock,ART-0478-TS-color1.jpg|ART-0478-TS-color1-men.jpg|ART-0478-TS-color1-women.jpg|ART-0478-TS-color2.jpg|ART-0478-TS-color2-men.jpg|ART-0478-TS-color2-women.jpg|ART-0478-TS-color3.jpg|ART-0478-TS-color3-men.jpg|ART-0478-TS-color3-women.jpg|ART-0478-TS-color4.jpg|ART-0478-TS-color4-men.jpg|ART-0478-TS-color4-women.jpg|ART-0478-TS-color5.jpg|ART-0478-TS-color5-men.jpg|ART-0478-TS-color5-women.jpg|ART-0478-TS-color6.jpg|ART-0478-TS-color6-men.jpg|ART-0478-TS-color6-women.jpg|ART-0478-TS-color7.jpg|ART-0478-TS-color7-men.jpg|ART-0478-TS-color7-women.jpg|ART-0478-HD-color8.jpg|ART-0478-HD-color8-men.jpg|ART-0478-HD-color8-women.jpg|ART-0478-HD-color2.jpg|ART-0478-HD-color2-men.jpg|ART-0478-HD-color2-women.jpg|ART-0478-HD-color5.jpg|ART-0478-HD-color5-men.jpg|ART-0478-HD-color5-women.jpg|ART-0478-HD-color9.jpg|ART-0478-HD-color9-men.jpg|ART-0478-HD-color9-women.jpg|ART-0478-HD-color10.jpg|ART-0478-HD-color10-men.jpg|ART-0478-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,ملانژ,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.6,4,4,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
